Model,Tool,CardP,CardT,CardA,PTime,TTime,ConstP,NBP,NBT,TotalTime,Time,Mem,Status
NeighborGrid-PT-d3n3m1t11,tina,27,162,324,1,4,0,1,136,-1,4,00,OK
NeighborGrid-PT-d4n3m2c23,tina,81,1632,3264,11,379,0,1,1552,-1,79,00,OK
NeighborGrid-PT-d5n4m1t35,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
NeoElection-COL-2,tina,18,22,98,1,1,0,8,12,-1,4,00,OK
NeoElection-COL-3,tina,18,22,98,1,1,0,8,12,-1,3,00,OK
NeoElection-COL-4,tina,18,22,98,1,1,0,8,12,-1,3,00,OK
NeoElection-COL-5,tina,18,22,98,1,1,0,8,12,-1,3,00,OK
NeoElection-COL-6,tina,18,22,98,1,1,0,8,12,-1,3,00,OK
NeoElection-COL-7,tina,18,22,98,1,1,0,8,12,-1,3,00,OK
NeoElection-COL-8,tina,18,22,98,1,1,0,8,12,-1,3,00,OK
NeoElection-PT-2,tina,438,357,1998,24,18,0,285,204,-1,12,00,OK
NeoElection-PT-3,tina,972,1016,5840,175,152,0,672,716,-1,64,00,OK
NeoElection-PT-4,tina,1830,2340,13565,909,811,0,1315,1825,-1,3011,03,OK
NeoElection-PT-5,tina,3090,4674,27162,3462,2960,0,2280,3864,-1,11034,11,OK
NeoElection-PT-6,tina,4830,8435,49028,11609,9870,0,3633,7238,-1,36074,36,OK
NeoElection-PT-7,tina,7128,14112,81968,32384,26800,0,5440,12424,-1,102039,42,OK
NeoElection-PT-8,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
NoC3x3-PT-1A,tina,165,355,1069,6,15,0,40,230,-1,7,00,OK
NoC3x3-PT-1B,tina,1416,1640,3639,165,165,0,40,264,-1,73,00,OK
NoC3x3-PT-2A,tina,361,428,1697,16,20,0,127,194,-1,10,00,OK
NoC3x3-PT-2B,tina,2003,2292,5835,333,424,0,66,355,-1,1058,01,OK
NoC3x3-PT-3A,tina,370,450,1773,17,20,0,127,207,-1,10,00,OK
NoC3x3-PT-3B,tina,2117,2435,6177,367,368,0,66,384,-1,1065,01,OK
NoC3x3-PT-4A,tina,293,608,1905,15,39,0,66,381,-1,13,00,OK
NoC3x3-PT-4B,tina,2328,2701,6091,452,451,0,66,439,-1,2002,02,OK
NoC3x3-PT-5A,tina,417,933,3585,29,94,0,66,582,-1,26,00,OK
NoC3x3-PT-5B,tina,1571,2173,6109,256,422,0,66,668,-1,1043,01,OK
NoC3x3-PT-6A,tina,512,1117,4279,42,122,0,66,671,-1,35,00,OK
NoC3x3-PT-6B,tina,1544,2229,6663,240,443,0,66,751,-1,1039,01,OK
NoC3x3-PT-7A,tina,801,1544,4519,69,253,0,111,854,-1,65,00,OK
NoC3x3-PT-7B,tina,7014,8833,19619,4396,6985,0,66,1885,-1,23054,23,OK
NoC3x3-PT-8A,tina,317,4293,9691,92,2713,0,66,4042,-1,4063,04,OK
NoC3x3-PT-8B,tina,9140,14577,30726,9486,21644,0,99,5536,-1,70028,10,OK
NQueens-PT-05,tina,55,25,125,1,1,0,30,0,-1,3,00,OK
NQueens-PT-08,tina,112,64,320,2,1,0,48,0,-1,4,00,OK
NQueens-PT-10,tina,160,100,500,5,2,0,60,0,-1,4,00,OK
NQueens-PT-12,tina,216,144,720,7,2,0,72,0,-1,5,00,OK
NQueens-PT-15,tina,315,225,1125,16,6,0,90,0,-1,7,00,OK
NQueens-PT-20,tina,520,400,2000,43,17,0,120,0,-1,13,00,OK
NQueens-PT-25,tina,775,625,3125,95,34,0,150,0,-1,25,00,OK
NQueens-PT-30,tina,1080,900,4500,223,69,0,180,0,-1,50,00,OK
PaceMaker-PT-none,tina,70,164,954,2,3,0,35,129,-1,4,00,OK
ParamProductionCell-PT-0,tina,198,176,730,4,3,0,49,27,-1,5,00,OK
ParamProductionCell-PT-1,tina,231,202,846,7,5,0,59,30,-1,5,00,OK
ParamProductionCell-PT-2,tina,231,202,846,7,5,0,59,30,-1,5,00,OK
ParamProductionCell-PT-3,tina,231,202,846,7,5,0,59,30,-1,5,00,OK
ParamProductionCell-PT-4,tina,231,202,846,7,5,0,59,30,-1,5,00,OK
ParamProductionCell-PT-5,tina,231,202,846,7,5,0,59,30,-1,5,00,OK
Parking-PT-104,tina,65,97,284,3,3,0,16,48,-1,7,00,OK
Parking-PT-208,tina,137,201,593,3,4,0,34,98,-1,4,00,OK
Parking-PT-416,tina,305,433,1289,12,20,0,76,204,-1,9,00,OK
Parking-PT-432,tina,529,785,2329,35,60,0,124,380,-1,21,00,OK
Parking-PT-832,tina,737,993,2993,66,115,0,184,440,-1,35,00,OK
Parking-PT-864,tina,1185,1697,5073,175,308,0,280,792,-1,95,00,OK
PermAdmissibility-COL-01,tina,40,16,83,3,3,0,24,0,-1,11,00,OK
PermAdmissibility-COL-02,tina,40,16,83,1,1,0,24,0,-1,3,00,OK
PermAdmissibility-COL-05,tina,40,16,83,1,1,0,24,0,-1,3,00,OK
PermAdmissibility-COL-10,tina,40,16,83,1,1,0,24,0,-1,3,00,OK
PermAdmissibility-COL-20,tina,40,16,83,1,1,0,24,0,-1,3,00,OK
PermAdmissibility-COL-50,tina,40,16,83,1,1,0,24,0,-1,3,00,OK
PermAdmissibility-PT-01,tina,168,592,3456,8,39,0,32,456,-1,13,00,OK
PermAdmissibility-PT-02,tina,168,592,3456,7,41,0,32,456,-1,13,00,OK
PermAdmissibility-PT-05,tina,168,592,3456,8,41,0,32,456,-1,13,00,OK
PermAdmissibility-PT-10,tina,168,592,3456,8,41,0,32,456,-1,13,00,OK
PermAdmissibility-PT-20,tina,168,592,3456,7,40,0,32,456,-1,13,00,OK
PermAdmissibility-PT-50,tina,168,592,3456,8,41,0,32,456,-1,13,00,OK
Peterson-COL-2,tina,11,14,42,1,1,0,3,6,-1,3,00,OK
Peterson-COL-3,tina,11,14,42,1,1,0,3,6,-1,3,00,OK
Peterson-COL-4,tina,11,14,42,1,1,0,3,6,-1,3,00,OK
Peterson-COL-5,tina,11,14,42,1,1,0,3,6,-1,3,00,OK
Peterson-COL-6,tina,11,14,42,1,1,0,3,6,-1,3,00,OK
Peterson-COL-7,tina,11,14,42,1,1,0,3,6,-1,3,00,OK
Peterson-PT-2,tina,102,126,384,2,2,0,11,35,-1,4,00,OK
Peterson-PT-3,tina,244,332,1016,6,10,0,15,103,-1,6,00,OK
Peterson-PT-4,tina,480,690,2120,23,41,0,19,229,-1,16,00,OK
Peterson-PT-5,tina,834,1242,3828,55,144,0,23,431,-1,43,00,OK
Peterson-PT-6,tina,1330,2030,6272,190,288,0,27,727,-1,1005,01,OK
Peterson-PT-7,tina,1992,3096,9584,438,833,0,31,1135,-1,2061,02,OK
PhaseVariation-PT-D02CS010,tina,14,65,443,1,1,0,5,56,-1,3,00,OK
PhaseVariation-PT-D02CS100,tina,14,65,443,1,2,0,5,56,-1,3,00,OK
PhaseVariation-PT-D05CS010,tina,77,677,4685,4,61,0,26,626,-1,16,00,OK
PhaseVariation-PT-D05CS100,tina,77,677,4685,4,62,0,26,626,-1,16,00,OK
PhaseVariation-PT-D10CS010,tina,302,3137,21755,67,1157,0,101,2936,-1,2031,02,OK
PhaseVariation-PT-D10CS100,tina,302,3137,21755,67,1159,0,101,2936,-1,2031,02,OK
PhaseVariation-PT-D20CS010,tina,1202,13457,93395,1408,22953,0,401,12656,-1,44011,44,OK
PhaseVariation-PT-D20CS100,tina,1202,13457,93395,1432,22741,0,401,12656,-1,43082,43,OK
PhaseVariation-PT-D30CS010,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
PhaseVariation-PT-D30CS100,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
Philosophers-COL-000005,tina,5,5,15,1,1,0,1,1,-1,3,00,OK
Philosophers-COL-000010,tina,5,5,15,1,1,0,1,1,-1,3,00,OK
Philosophers-COL-000020,tina,5,5,15,1,1,0,1,1,-1,3,00,OK
Philosophers-COL-000050,tina,5,5,15,1,1,0,1,1,-1,3,00,OK
Philosophers-COL-000100,tina,5,5,15,1,1,0,1,1,-1,3,00,OK
Philosophers-COL-000200,tina,5,5,15,1,1,0,1,1,-1,3,00,OK
Philosophers-COL-000500,tina,5,5,15,1,1,0,1,1,-1,3,00,OK
Philosophers-COL-001000,tina,5,5,15,3,3,0,1,1,-1,11,00,OK
Philosophers-COL-002000,tina,5,5,15,1,1,0,1,1,-1,3,00,OK
Philosophers-COL-005000,tina,5,5,15,1,2,0,1,1,-1,4,00,OK
Philosophers-COL-010000,tina,5,5,15,1,1,0,1,1,-1,4,00,OK
Philosophers-COL-050000,tina,5,5,15,1,1,0,1,1,-1,9,00,OK
Philosophers-COL-100000,tina,5,5,15,1,1,0,1,1,-1,13,00,OK
Philosophers-PT-000005,tina,25,25,80,1,1,0,10,10,-1,3,00,OK
Philosophers-PT-000010,tina,50,50,160,1,1,0,20,20,-1,3,00,OK
Philosophers-PT-000020,tina,100,100,320,2,2,0,40,40,-1,4,00,OK
Philosophers-PT-000050,tina,250,250,800,12,7,0,100,100,-1,6,00,OK
Philosophers-PT-000100,tina,500,500,1600,81,28,0,200,200,-1,19,00,OK
Philosophers-PT-000200,tina,1000,1000,3200,613,126,0,400,400,-1,97,00,OK
Philosophers-PT-000500,tina,2500,2500,8000,5347,535,0,1000,1000,-1,7026,07,OK
Philosophers-PT-001000,tina,5000,5000,16000,84865,3126,0,2000,2000,-1,93083,33,OK
Philosophers-PT-002000,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
Philosophers-PT-005000,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
Philosophers-PT-010000,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
PhilosophersDyn-COL-03,tina,8,7,33,1,1,0,2,1,-1,3,00,OK
PhilosophersDyn-COL-10,tina,8,7,33,1,1,0,2,1,-1,3,00,OK
PhilosophersDyn-COL-20,tina,8,7,33,1,1,0,2,1,-1,3,00,OK
PhilosophersDyn-COL-50,tina,8,7,33,3,3,0,2,1,-1,11,00,OK
PhilosophersDyn-COL-80,tina,8,7,33,3,3,0,2,1,-1,11,00,OK
PhilosophersDyn-PT-03,tina,30,84,564,1,2,0,11,65,-1,3,00,OK
PhilosophersDyn-PT-10,tina,170,2310,18190,26,632,0,39,2179,-1,1062,01,OK
PhilosophersDyn-PT-20,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
Planning-PT-none,tina,126,128,652,3,2,0,44,46,-1,4,00,OK
PolyORBLF-COL-S02J04T06,tina,81,65,254,1,2,0,25,9,-1,4,00,OK
PolyORBLF-COL-S02J04T08,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S02J04T10,tina,81,65,254,1,2,0,25,9,-1,4,00,OK
PolyORBLF-COL-S02J06T06,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S02J06T08,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S02J06T10,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S04J04T06,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S04J04T08,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S04J04T10,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S04J06T06,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S04J06T08,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S04J06T10,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S06J04T04,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S06J04T06,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S06J04T08,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S06J06T04,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S06J06T06,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-COL-S06J06T08,tina,81,65,254,1,1,0,25,9,-1,4,00,OK
PolyORBLF-PT-S02J04T06,tina,476,920,4242,27,77,0,46,490,-1,27,00,OK
PolyORBLF-PT-S02J04T08,tina,614,1242,5732,56,130,0,50,678,-1,43,00,OK
PolyORBLF-PT-S02J04T10,tina,752,1572,7262,87,229,0,54,874,-1,70,00,OK
PolyORBLF-PT-S02J06T06,tina,536,1064,4866,33,118,0,50,578,-1,34,00,OK
PolyORBLF-PT-S02J06T08,tina,690,1434,6564,55,208,0,54,798,-1,58,00,OK
PolyORBLF-PT-S02J06T10,tina,844,1812,8302,114,309,0,58,1026,-1,93,00,OK
PolyORBLF-PT-S04J04T06,tina,554,2998,20754,89,969,0,50,2494,-1,2043,02,OK
PolyORBLF-PT-S04J04T08,tina,712,4012,27744,204,1828,0,54,3354,-1,4056,04,OK
PolyORBLF-PT-S04J04T10,tina,870,5034,34774,319,2713,0,58,4222,-1,7013,07,OK
PolyORBLF-PT-S04J06T06,tina,618,3190,21570,138,1102,0,54,2626,-1,2080,02,OK
PolyORBLF-PT-S04J06T08,tina,792,4268,28832,238,2081,0,58,3534,-1,5014,05,OK
PolyORBLF-PT-S04J06T10,tina,966,5354,36134,367,3215,0,62,4450,-1,8021,08,OK
PolyORBLF-PT-S06J04T04,tina,454,6994,59152,232,6290,0,50,6590,-1,14004,14,OK
PolyORBLF-PT-S06J04T06,tina,632,10500,88770,451,14254,0,54,9922,-1,32068,32,OK
PolyORBLF-PT-S06J04T08,tina,810,14014,118428,805,23786,0,58,13262,-1,58073,58,OK
PolyORBLF-PT-S06J06T04,tina,506,7154,59824,242,6428,0,54,6702,-1,14063,14,OK
PolyORBLF-PT-S06J06T06,tina,700,10740,89778,527,12787,0,58,10098,-1,31099,31,OK
PolyORBLF-PT-S06J06T08,tina,894,14334,119772,927,27383,0,62,13502,-1,63020,03,OK
PolyORBNT-COL-S05J20,tina,48,38,140,1,1,0,13,3,-1,3,00,OK
PolyORBNT-COL-S05J30,tina,48,38,140,1,2,0,13,3,-1,3,00,OK
PolyORBNT-COL-S05J40,tina,48,38,140,1,1,0,13,3,-1,3,00,OK
PolyORBNT-COL-S05J60,tina,48,38,140,1,1,0,13,3,-1,3,00,OK
PolyORBNT-COL-S05J80,tina,48,38,140,1,1,0,13,3,-1,3,00,OK
PolyORBNT-COL-S10J20,tina,48,38,140,1,1,0,13,3,-1,3,00,OK
PolyORBNT-COL-S10J30,tina,48,38,140,1,1,0,13,3,-1,3,00,OK
PolyORBNT-COL-S10J40,tina,48,38,140,1,1,0,13,3,-1,3,00,OK
PolyORBNT-COL-S10J60,tina,48,38,140,1,1,0,13,3,-1,4,00,OK
PolyORBNT-COL-S10J80,tina,48,38,140,1,1,0,13,3,-1,3,00,OK
PolyORBNT-PT-S05J20,tina,349,1210,8824,32,153,0,62,923,-1,50,00,OK
PolyORBNT-PT-S05J30,tina,489,1400,9764,60,203,0,82,993,-1,69,00,OK
PolyORBNT-PT-S05J40,tina,629,1590,10704,64,230,0,102,1063,-1,87,00,OK
PolyORBNT-PT-S05J60,tina,909,1970,12584,157,401,0,142,1203,-1,1054,01,OK
PolyORBNT-PT-S05J80,tina,1189,2350,14464,305,590,0,182,1343,-1,2039,02,OK
PolyORBNT-PT-S10J20,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
PolyORBNT-PT-S10J30,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
PolyORBNT-PT-S10J40,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
PolyORBNT-PT-S10J60,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
PolyORBNT-PT-S10J80,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
ProductionCell-PT-none,tina,176,134,513,3,3,0,50,8,-1,5,00,OK
QuasiCertifProtocol-COL-02,tina,30,26,77,1,1,0,5,1,-1,3,00,OK
QuasiCertifProtocol-COL-06,tina,30,26,77,1,1,0,5,1,-1,3,00,OK
QuasiCertifProtocol-COL-10,tina,30,26,77,1,1,0,5,1,-1,3,00,OK
QuasiCertifProtocol-COL-18,tina,30,26,77,1,1,0,5,1,-1,3,00,OK
QuasiCertifProtocol-COL-22,tina,30,26,77,1,1,0,5,1,-1,3,00,OK
QuasiCertifProtocol-COL-28,tina,30,26,77,1,1,0,5,1,-1,3,00,OK
QuasiCertifProtocol-COL-32,tina,30,26,77,1,1,0,5,1,-1,3,00,OK
QuasiCertifProtocol-PT-02,tina,86,56,223,2,1,0,31,1,-1,3,00,OK
QuasiCertifProtocol-PT-06,tina,270,116,659,9,3,0,155,1,-1,5,00,OK
QuasiCertifProtocol-PT-10,tina,550,176,1287,39,8,0,375,1,-1,11,00,OK
QuasiCertifProtocol-PT-18,tina,1398,296,3119,392,28,0,1103,1,-1,67,00,OK
QuasiCertifProtocol-PT-22,tina,1966,356,4323,948,48,0,1611,1,-1,1047,01,OK
QuasiCertifProtocol-PT-28,tina,2998,446,6489,2512,93,0,2553,1,-1,3070,03,OK
QuasiCertifProtocol-PT-32,tina,3806,506,8173,5041,132,0,3301,1,-1,7002,07,OK
Raft-PT-02,tina,28,52,159,1,1,0,4,28,-1,3,00,OK
Raft-PT-03,tina,53,98,328,1,2,0,9,54,-1,3,00,OK
Raft-PT-04,tina,88,160,563,2,3,0,16,88,-1,4,00,OK
Raft-PT-05,tina,133,238,864,3,7,0,25,130,-1,5,00,OK
Raft-PT-06,tina,188,332,1231,5,10,0,36,180,-1,6,00,OK
Raft-PT-07,tina,253,442,1664,9,22,0,49,238,-1,9,00,OK
Raft-PT-08,tina,328,568,2163,19,34,0,64,304,-1,13,00,OK
Raft-PT-09,tina,413,710,2728,23,58,0,81,378,-1,17,00,OK
Raft-PT-10,tina,508,868,3359,35,82,0,100,460,-1,24,00,OK
Railroad-PT-005,tina,68,56,313,2,1,0,41,29,-1,3,00,OK
Railroad-PT-010,tina,118,156,898,3,4,0,71,109,-1,4,00,OK
Railroad-PT-020,tina,218,506,2968,13,37,0,131,419,-1,12,00,OK
Railroad-PT-050,tina,518,2756,16378,167,950,0,311,2549,-1,2034,02,OK
Railroad-PT-100,tina,1018,10506,62728,1042,14565,0,611,10099,-1,41023,41,OK
Referendum-COL-0010,tina,4,3,6,1,1,0,1,0,-1,3,00,OK
Referendum-COL-0015,tina,4,3,6,1,1,0,1,0,-1,3,00,OK
Referendum-COL-0020,tina,4,3,6,1,1,0,1,0,-1,3,00,OK
Referendum-COL-0050,tina,4,3,6,1,1,0,1,0,-1,3,00,OK
Referendum-COL-0100,tina,4,3,6,1,1,0,1,0,-1,3,00,OK
Referendum-COL-0200,tina,4,3,6,1,1,0,1,0,-1,3,00,OK
Referendum-COL-0500,tina,4,3,6,3,3,0,1,0,-1,11,00,OK
Referendum-COL-1000,tina,4,3,6,1,1,0,1,0,-1,3,00,OK
Referendum-PT-0010,tina,31,21,51,1,1,0,10,0,-1,3,00,OK
Referendum-PT-0015,tina,46,31,76,1,1,0,15,0,-1,3,00,OK
Referendum-PT-0020,tina,61,41,101,1,1,0,20,0,-1,3,00,OK
Referendum-PT-0050,tina,151,101,251,3,2,0,50,0,-1,4,00,OK
Referendum-PT-0100,tina,301,201,501,8,5,0,100,0,-1,6,00,OK
Referendum-PT-0200,tina,601,401,1001,30,17,0,200,0,-1,13,00,OK
Referendum-PT-0500,tina,1501,1001,2501,159,106,0,500,0,-1,67,00,OK
Referendum-PT-1000,tina,3001,2001,5001,711,427,0,1000,0,-1,3041,03,OK
RefineWMG-PT-002002,tina,14,11,32,1,1,0,6,3,-1,3,00,OK
RefineWMG-PT-002003,tina,14,11,32,1,1,0,6,3,-1,3,00,OK
RefineWMG-PT-005005,tina,29,23,68,1,1,0,12,6,-1,3,00,OK
RefineWMG-PT-005006,tina,29,23,68,1,1,0,12,6,-1,3,00,OK
RefineWMG-PT-007007,tina,39,31,92,1,1,0,16,8,-1,3,00,OK
RefineWMG-PT-007008,tina,39,31,92,1,1,0,16,8,-1,3,00,OK
RefineWMG-PT-010010,tina,54,43,128,1,1,0,22,11,-1,3,00,OK
RefineWMG-PT-010011,tina,54,43,128,2,1,0,22,11,-1,3,00,OK
RefineWMG-PT-015015,tina,79,63,188,3,2,0,32,16,-1,5,00,OK
RefineWMG-PT-015016,tina,79,63,188,2,1,0,32,16,-1,3,00,OK
RefineWMG-PT-025025,tina,129,103,308,3,2,0,52,26,-1,4,00,OK
RefineWMG-PT-025026,tina,129,103,308,3,2,0,52,26,-1,4,00,OK
RefineWMG-PT-050050,tina,254,203,608,18,6,0,102,51,-1,7,00,OK
RefineWMG-PT-050051,tina,254,203,608,17,5,0,102,51,-1,6,00,OK
RefineWMG-PT-100100,tina,504,403,1208,63,17,0,202,101,-1,15,00,OK
RefineWMG-PT-100101,tina,504,403,1208,62,17,0,202,101,-1,15,00,OK
RERS17pb113-PT-1,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb113-PT-2,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb113-PT-3,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb113-PT-4,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb113-PT-5,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb113-PT-6,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb113-PT-7,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb113-PT-8,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb113-PT-9,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb114-PT-1,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb114-PT-2,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,107025,47,MOVF
RERS17pb114-PT-3,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb114-PT-4,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb114-PT-5,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb114-PT-6,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,103031,43,MOVF
RERS17pb114-PT-7,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb114-PT-8,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb114-PT-9,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,95029,35,MOVF
RERS17pb115-PT-1,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,91052,31,MOVF
RERS17pb115-PT-2,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,105065,45,MOVF
RERS17pb115-PT-3,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,98038,38,MOVF
RERS17pb115-PT-4,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb115-PT-5,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb115-PT-6,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,99092,39,MOVF
RERS17pb115-PT-7,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb115-PT-8,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS17pb115-PT-9,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS2020-PT-pb101,tina,906,30,6487,-1,-1,0,-1,-1,-1,7098,07,ERR
RERS2020-PT-pb102,tina,1276,38,8461,133,11,0,1238,0,-1,3070,03,OK
RERS2020-PT-pb103,tina,520,42,4270,33,2,0,479,1,-1,83,00,OK
RERS2020-PT-pb104,tina,1353,52,10239,-1,-1,0,-1,-1,-1,3099,03,ERR
RERS2020-PT-pb105,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RERS2020-PT-pb106,tina,2041,60,14643,-1,-1,0,-1,-1,-1,4001,04,ERR
RERS2020-PT-pb107,tina,1382,65,10024,-1,-1,0,-1,-1,-1,2073,02,ERR
RERS2020-PT-pb108,tina,2339,72,16704,623,12,0,2267,0,-1,4071,04,OK
RERS2020-PT-pb109,tina,1907,80,13879,-1,-1,0,-1,-1,-1,4032,04,ERR
ResAllocation-PT-R002C002,tina,8,6,20,1,1,0,4,2,-1,3,00,OK
ResAllocation-PT-R003C002,tina,12,8,30,1,1,0,6,2,-1,3,00,OK
ResAllocation-PT-R003C003,tina,18,12,48,1,1,0,9,3,-1,4,00,OK
ResAllocation-PT-R003C005,tina,30,20,84,1,1,0,15,5,-1,4,00,OK
ResAllocation-PT-R003C010,tina,60,40,174,1,1,0,30,10,-1,4,00,OK
ResAllocation-PT-R003C015,tina,90,60,264,2,1,0,45,15,-1,4,00,OK
ResAllocation-PT-R003C020,tina,120,80,354,3,1,0,60,20,-1,5,00,OK
ResAllocation-PT-R003C050,tina,300,200,894,22,6,0,150,50,-1,9,00,OK
ResAllocation-PT-R003C100,tina,600,400,1794,210,20,0,300,100,-1,33,00,OK
ResAllocation-PT-R005C002,tina,20,12,50,1,1,0,10,2,-1,4,00,OK
ResAllocation-PT-R010C002,tina,40,22,100,1,1,0,20,2,-1,4,00,OK
ResAllocation-PT-R015C002,tina,60,32,150,1,1,0,30,2,-1,4,00,OK
ResAllocation-PT-R020C002,tina,80,42,200,2,1,0,40,2,-1,4,00,OK
ResAllocation-PT-R050C002,tina,200,102,500,10,2,0,100,2,-1,6,00,OK
ResAllocation-PT-R100C002,tina,400,202,1000,64,6,0,200,2,-1,13,00,OK
Ring-PT-none,tina,139,87,410,3,1,0,64,12,-1,4,00,OK
RingSingleMessageInMbox-PT-d0m005,tina,385,59,236,19,2,0,334,8,-1,7,00,OK
RingSingleMessageInMbox-PT-d0m010,tina,385,59,236,19,2,0,334,8,-1,7,00,OK
RingSingleMessageInMbox-PT-d0m020,tina,385,59,236,20,2,0,334,8,-1,7,00,OK
RingSingleMessageInMbox-PT-d0m040,tina,385,59,236,20,2,0,334,8,-1,7,00,OK
RingSingleMessageInMbox-PT-d0m080,tina,385,59,236,22,2,0,334,8,-1,8,00,OK
RingSingleMessageInMbox-PT-d0m160,tina,385,59,236,20,2,0,334,8,-1,7,00,OK
RingSingleMessageInMbox-PT-d1m005,tina,6690,11934,47736,8548,20885,0,4310,9554,-1,79039,19,OK
RingSingleMessageInMbox-PT-d1m010,tina,6690,11934,47736,8678,21583,0,4310,9554,-1,83048,23,OK
RingSingleMessageInMbox-PT-d1m020,tina,6690,11934,47736,9273,23621,0,4310,9554,-1,92018,32,OK
RingSingleMessageInMbox-PT-d1m040,tina,6690,11934,47736,10604,23522,0,4310,9554,-1,96043,36,OK
RingSingleMessageInMbox-PT-d1m080,tina,6690,11934,47736,10459,22637,0,4310,9554,-1,88049,28,OK
RingSingleMessageInMbox-PT-d1m160,tina,6690,11934,47736,10365,23343,0,4310,9554,-1,93094,33,OK
RingSingleMessageInMbox-PT-d2m005,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RingSingleMessageInMbox-PT-d2m010,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
RingSingleMessageInMbox-PT-d2m020,tina,-1,-1,-1,-1,-1,0,-1,-1,-1,120000,-1,TO
